msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02003259,3,30,61,4,11,50,32,50
E02003260,2,31,46,8,9,66,37,67
E02003261,7,14,44,3,8,32,14,19
E02003262,3,36,62,2,16,101,38,53
E02003263,12,45,87,3,17,82,42,60
E02003264,12,43,59,3,10,56,28,23
E02003265,7,51,56,3,9,67,28,24
E02003266,4,39,69,5,14,79,41,68
E02003267,9,63,87,5,10,108,39,175
E02003268,5,27,82,6,10,74,26,94
E02003269,6,55,82,5,24,64,45,42
E02003270,8,44,39,2,6,38,20,27
E02003271,13,66,106,7,16,68,42,36
E02003272,10,44,72,5,8,89,45,139
E02003273,4,61,59,9,19,101,49,58
E02003274,10,37,69,5,10,90,44,145
E02003275,8,85,93,15,16,102,96,68
E02003276,7,35,47,13,9,57,57,84
E02003277,5,50,69,1,17,101,70,70
E02003278,10,50,77,12,27,106,96,80
E02003237,3,32,38,3,10,30,25,6
E02003238,6,26,49,4,6,53,29,23
E02003239,5,38,52,0,7,52,30,26
E02003240,8,36,56,4,12,63,21,17
E02003241,7,30,45,2,6,61,12,13
E02003242,5,42,66,4,16,79,22,31
E02003243,3,47,53,6,24,122,87,120
E02003244,2,40,55,6,19,82,62,97
E02003245,3,25,55,3,7,97,74,77
E02003246,5,23,50,8,29,105,101,104
E02003247,7,28,68,8,13,88,41,57
E02003248,8,39,70,11,15,86,119,90
E02003249,9,40,74,7,11,115,89,76
E02003250,10,57,75,4,32,113,114,125
E02003251,6,25,45,2,4,39,22,21
E02003252,19,68,84,1,24,77,66,68
E02003253,8,62,69,5,17,89,60,45
E02003254,12,41,80,2,16,49,23,20
E02003255,4,34,80,1,18,54,40,37
E02003257,10,38,60,4,13,94,71,75
E02006877,6,48,59,6,20,74,28,38
E02006878,17,84,88,6,12,92,36,47
E02003279,6,32,83,7,17,64,30,18
E02003280,4,35,85,3,11,79,30,28
E02003281,6,32,73,7,8,53,20,16
E02003282,7,51,70,5,9,70,41,24
E02003283,7,43,70,7,8,60,41,40
E02003284,11,52,105,10,32,105,42,41
E02003285,8,66,95,7,22,100,45,47
E02003286,13,33,56,4,7,34,24,11
E02003287,7,44,56,2,13,65,21,35
E02003288,20,56,80,13,24,138,43,99
E02003289,13,48,81,11,14,66,26,17
E02003290,8,62,75,8,16,69,26,24
E02003291,7,59,101,6,18,117,40,51
E02003292,11,70,129,14,26,114,76,86
E02003293,12,85,89,10,21,115,57,72
E02003294,8,56,51,6,13,52,20,14
E02003295,5,38,80,4,13,87,29,53
E02003296,13,41,75,5,5,52,11,8
E02003297,2,38,63,9,9,65,25,16
E02003298,3,34,72,5,15,73,26,24
E02003299,9,25,35,4,5,52,10,7
E02003300,5,56,96,6,9,63,17,21
E02003301,6,57,80,7,21,106,26,38
E02003302,6,37,71,9,14,123,40,53
E02003303,7,34,54,7,7,67,28,35
E02003304,8,29,70,2,7,84,36,24
E02003305,5,26,48,2,4,53,16,19
E02003307,4,44,76,13,5,136,48,74
E02003308,4,30,68,2,9,76,31,18
E02003309,12,55,64,7,13,64,26,15
E02003310,8,89,130,4,30,129,52,87
E02003311,7,37,66,6,27,102,55,64
E02003312,6,48,66,7,22,107,79,65
E02003313,14,55,139,6,17,166,77,119
E02006859,7,47,58,3,12,52,33,14
E02006926,2,63,76,2,7,55,23,8
E02003719,12,50,69,9,22,102,53,47
E02003720,17,41,43,7,18,69,55,37
E02003721,19,52,43,11,13,80,30,32
E02003722,26,55,44,5,17,47,28,30
E02003723,13,30,24,2,2,14,14,7
E02003724,15,44,50,10,27,93,57,39
E02003725,12,40,31,6,11,29,16,7
E02003726,37,57,27,6,11,31,23,13
E02003727,45,80,45,3,18,53,27,20
E02003728,31,59,47,10,16,52,28,25
E02003729,10,37,49,6,10,62,29,30
E02003730,18,42,41,4,3,41,20,24
E02003731,29,78,38,2,9,37,24,14
E02003732,6,37,68,11,17,114,48,34
E02003733,3,29,40,6,16,80,46,17
E02003734,14,52,61,7,23,79,37,26
E02003735,10,37,48,7,11,56,34,18
E02003736,11,39,58,7,10,57,31,14
E02003737,16,77,98,8,27,118,60,23
E02003738,7,26,38,1,11,33,18,11
E02003739,11,33,42,4,6,36,11,7
E02003740,5,20,30,3,4,36,16,10
E02006825,1,19,28,5,9,27,45,8
E02003742,1,15,20,4,3,52,19,24
E02003743,0,28,45,11,27,174,107,79
E02003744,6,51,80,11,26,133,115,72
E02003745,5,24,56,8,18,84,39,25
E02003746,9,35,37,7,8,73,38,32
E02003747,9,44,109,2,26,101,43,46
E02003748,10,21,50,8,13,94,40,38
E02003749,7,36,48,6,9,50,20,12
E02003750,3,19,35,4,15,53,29,38
E02003751,2,22,32,12,11,46,26,16
E02003752,13,51,67,8,19,105,53,30
E02003753,8,61,105,6,18,106,46,39
E02003754,3,20,37,3,3,19,11,3
E02003755,8,52,61,6,14,83,49,33
E02003756,3,29,40,4,7,51,29,10
E02003757,13,31,37,2,14,70,18,10
E02003758,10,50,82,5,17,55,36,19
E02003759,7,31,35,6,9,30,20,8
E02003760,4,29,45,5,17,105,77,58
E02003761,6,21,45,1,17,62,22,12
E02003762,13,37,69,6,17,58,19,12
E02003763,19,75,97,2,20,96,48,27
E02003764,19,78,80,8,22,103,55,33
E02003765,13,38,40,1,16,50,20,24
E02003766,13,41,57,2,20,55,25,14
E02003767,5,23,20,2,5,25,24,9
E02003768,12,54,53,3,5,34,26,14
E02003769,5,20,36,2,10,39,22,11
E02003770,10,47,55,7,17,82,39,29
E02003771,5,30,42,3,19,62,28,26
E02003772,6,41,44,2,11,65,21,15
E02003773,8,56,80,5,28,113,63,46
E02003774,5,17,33,3,6,43,23,19
E02003775,3,28,42,4,11,54,33,10
E02003776,9,25,33,0,9,46,20,4
E02003777,10,25,29,3,16,41,24,7
E02003778,4,27,49,4,16,53,35,15
E02003779,10,23,36,4,6,36,16,5
E02003780,18,59,49,7,19,89,53,18
E02003781,6,33,41,4,14,49,16,15
E02003783,13,38,34,7,5,22,14,7
E02003784,6,34,30,2,16,54,26,8
E02003785,10,44,57,6,16,50,31,15
E02003786,8,29,27,4,6,29,10,12
E02003787,3,27,43,5,15,43,15,12
E02003788,1,21,21,4,4,31,7,10
E02003789,6,38,37,2,17,64,35,18
E02003790,9,43,45,7,9,41,28,16
E02003791,13,21,37,1,9,57,18,8
E02003792,12,36,43,8,20,70,25,20
E02003793,3,22,42,6,12,43,18,15
E02006873,8,39,38,4,13,47,20,16
E02006874,7,38,45,3,5,47,23,11
E02004424,8,32,52,2,10,30,16,11
E02004425,7,42,44,4,8,35,20,11
E02004426,12,38,64,3,8,39,23,12
E02004427,4,35,53,6,4,38,13,5
E02004428,6,26,69,5,5,50,17,8
E02004429,7,29,69,7,10,48,20,17
E02004430,8,45,67,9,12,50,31,9
E02004431,18,34,88,7,20,68,33,28
E02004432,9,39,57,9,6,45,33,35
E02004433,9,58,89,7,17,60,25,29
E02004434,7,57,102,5,21,110,63,35
E02004435,7,37,80,4,17,77,38,37
E02004436,3,29,57,3,14,89,48,55
E02004437,11,40,75,6,15,74,45,38
E02004438,9,40,68,7,21,95,39,46
E02004439,8,37,81,9,13,100,66,77
E02004440,4,34,72,6,12,82,46,42
E02004441,4,28,57,5,17,78,51,50
E02004442,5,36,98,6,19,105,39,75
E02004443,4,60,87,1,10,99,37,28
E02004444,10,55,87,3,13,78,26,26
E02004445,5,52,84,3,22,96,44,52
E02004446,3,37,25,6,10,43,26,15
E02004447,6,18,25,8,3,24,13,9
E02004448,3,16,32,11,8,52,24,24
E02004449,4,40,58,13,13,90,46,44
E02004450,7,31,29,3,10,31,16,14
E02004451,4,29,28,15,10,72,19,10
E02004452,5,64,68,7,26,88,30,15
E02004453,4,41,51,4,18,107,49,34
E02004454,7,69,98,15,27,138,47,47
E02004455,4,37,54,3,9,61,24,20
E02004456,8,58,72,6,35,102,58,35
E02004457,9,56,77,11,27,121,52,33
E02004458,5,50,57,3,11,70,25,25
E02004459,12,36,62,10,14,63,24,15
E02004460,7,42,58,8,21,107,50,32
E02004461,3,29,51,5,9,53,34,36
E02004462,13,72,82,11,25,91,50,31
E02004463,4,38,54,9,11,59,28,13
E02004464,11,58,68,6,16,56,29,11
E02004465,3,24,30,3,7,21,18,5
E02004466,9,46,45,6,14,46,24,34
E02004467,7,35,50,10,15,65,32,23
E02004468,12,53,58,6,4,32,13,13
E02004469,11,35,37,10,11,28,15,9
E02004470,30,81,93,13,18,69,38,32
E02004471,9,49,60,6,13,58,25,25
E02004472,4,43,62,5,9,35,26,8
E02004473,7,47,81,3,8,67,20,15
E02004474,3,42,53,11,7,41,9,15
E02004475,6,42,51,6,10,39,15,14
E02004476,4,57,64,9,8,49,19,15
E02004477,4,17,45,2,10,34,9,14
E02004478,5,39,56,7,13,53,20,16
E02004479,9,44,82,8,8,66,23,14
E02004480,6,40,96,8,15,67,28,20
E02004481,3,23,56,4,6,44,25,18
E02004482,7,47,87,6,19,86,52,56
E02004483,16,42,79,10,17,77,28,24
E02004484,7,32,81,11,7,78,30,31
E02004485,6,30,39,2,8,30,22,8
E02004486,16,49,50,4,14,43,24,17
E02004487,5,29,43,7,16,61,35,29
E02004488,8,46,74,1,22,57,28,12
E02004489,7,54,50,8,9,57,29,16
E02004490,5,57,45,5,15,88,41,34
E02004491,6,40,75,3,14,58,32,10
E02004492,11,63,72,4,22,66,44,20
E02004493,21,85,81,9,16,81,59,50
E02004494,12,103,94,11,21,69,39,30
E02004495,10,38,49,5,8,50,26,15
E02004496,5,41,43,3,8,28,20,19
E02004497,6,35,49,9,12,41,28,7
E02004498,8,46,57,6,16,99,42,30
E02004499,7,52,57,5,10,71,23,15
E02004500,12,42,59,3,12,53,21,18
E02004501,7,42,61,6,12,56,31,17
E02004502,7,36,35,5,3,26,11,11
E02004503,8,51,84,10,15,45,33,17
E02004504,15,75,105,9,17,69,35,18
E02004505,4,35,42,6,2,30,22,18
E02004506,10,25,25,8,11,40,15,19
E02004507,15,53,85,8,11,101,33,31
E02004508,6,25,33,1,6,41,14,6
E02004509,28,84,96,12,21,98,43,45
E02004512,20,98,86,5,25,102,39,43
E02004513,7,42,58,7,22,123,50,84
E02004514,5,20,26,4,3,37,17,14
E02004515,5,26,50,1,10,48,15,12
E02004516,17,74,120,8,27,132,49,74
E02004517,10,48,74,6,14,72,30,15
E02004518,4,39,30,6,12,43,17,10
E02004519,6,25,43,1,19,53,25,7
E02004520,17,56,61,4,30,150,55,48
E02004521,4,45,56,7,22,105,41,49
E02004522,2,24,32,9,8,44,28,23
E02004523,4,57,78,7,22,133,44,37
E02004524,5,29,36,6,7,55,32,14
E02004525,10,25,35,8,11,75,29,27
E02004526,4,17,34,5,11,38,23,14
E02006922,19,51,77,10,22,113,44,51
E02004527,6,53,54,7,18,63,25,16
E02004528,5,32,75,10,8,46,21,12
E02004529,13,30,35,8,5,38,19,7
E02004530,7,28,49,3,9,40,28,21
E02004531,9,33,30,4,7,35,22,15
E02004532,8,19,32,2,3,30,14,6
E02004533,3,39,63,5,10,51,25,27
E02004534,5,37,75,9,15,72,32,37
E02004535,8,24,32,6,7,24,18,12
E02004536,4,28,31,4,6,29,11,19
E02004537,7,46,64,6,11,74,40,33
E02004538,19,54,86,6,7,51,27,26
E02004539,10,46,70,5,13,50,23,26
E02004540,8,28,40,2,6,26,20,17
E02004541,21,67,71,10,14,50,29,25
E02004542,15,45,66,9,7,40,23,12
E02004543,5,48,51,5,5,49,17,30
E02004544,5,48,55,6,10,52,31,16
E02004545,1,29,59,4,16,89,34,50
E02004546,3,29,63,2,18,84,48,30
E02004547,11,61,81,2,16,92,39,34
E02004548,10,41,50,2,9,54,23,16
E02004549,9,28,66,9,13,76,38,41
E02004550,7,41,64,6,13,86,36,41
E02004551,2,28,49,7,13,70,26,27
E02004552,5,27,47,7,10,52,20,14
E02004553,6,28,55,4,11,101,28,28
E02004554,0,36,49,7,13,85,38,50
E02004555,4,23,22,9,6,36,33,7
E02004556,7,15,28,5,4,37,19,8
E02004557,9,45,56,5,14,76,29,25
E02004558,4,21,40,9,10,56,23,25
E02004559,7,44,57,3,8,63,24,22
E02004560,11,27,48,6,7,72,32,25
E02004561,9,45,76,10,12,84,31,11
E02004562,3,33,34,4,7,56,26,19
E02004563,1,31,55,9,7,47,15,10
E02004564,7,46,95,6,7,39,22,8
E02004565,14,66,154,7,16,79,42,28
E02004566,8,24,54,5,10,60,34,26
E02004567,11,45,70,3,11,39,20,7
E02004568,12,39,75,6,13,43,30,10
E02004569,2,32,62,3,8,65,14,9
E02004570,9,48,96,2,6,51,35,14
E02004571,6,51,64,3,14,57,20,12
E02004572,7,33,70,5,9,56,22,9
E02004573,0,17,34,10,7,91,36,56
E02004574,6,32,47,4,13,89,22,52
E02004575,6,61,67,5,14,84,31,23
E02004576,4,22,45,7,13,64,29,27
E02004577,2,17,18,8,11,27,14,8
E02004578,0,11,24,4,16,55,19,29
E02004579,8,24,30,8,11,45,24,10
E02004580,4,35,46,5,10,79,33,24
E02004581,3,19,53,4,6,38,24,16
E02004582,5,25,29,5,13,75,20,24
E02004583,4,29,36,10,13,83,41,13
E02004584,2,10,16,1,2,27,16,14
E02004585,1,39,45,6,7,82,30,30
E02004586,6,30,50,5,10,116,39,52
E02004587,2,30,30,8,18,91,64,74
E02004588,7,25,37,8,29,91,49,75
E02004589,1,28,44,10,17,99,33,39
E02004590,0,16,24,4,9,55,21,35
E02004591,3,21,35,3,4,35,23,3
E02004592,10,60,59,9,28,116,65,44
E02004593,6,27,33,3,5,37,32,10
E02004594,5,30,52,11,12,54,17,10
E02004595,11,66,69,10,20,74,34,13
E02004596,7,38,52,10,19,59,31,14
E02004597,9,34,52,3,8,60,20,17
E02004598,8,55,52,7,22,43,35,17
E02004599,7,31,46,11,12,48,27,12
E02004843,8,44,51,4,12,62,16,20
E02004844,5,36,60,4,10,62,36,20
E02004845,4,47,63,7,14,67,32,25
E02004846,7,23,39,5,10,36,19,6
E02004847,8,55,74,7,18,89,45,47
E02004848,9,39,73,1,17,65,36,28
E02004849,8,47,53,4,8,46,22,16
E02004850,7,52,57,5,8,54,24,28
E02004851,4,27,48,3,9,50,27,18
E02004852,5,32,64,8,13,53,35,24
E02004853,3,21,47,6,11,53,29,19
E02004854,9,40,45,7,6,50,26,22
E02004855,7,36,77,9,15,70,46,40
E02004856,9,29,27,7,12,28,13,6
E02004857,0,30,34,1,4,28,22,7
E02004858,10,29,40,1,17,27,31,12
E02004859,3,22,20,1,5,16,12,5
E02004860,6,43,59,3,14,51,35,34
E02004861,6,24,21,1,3,18,15,1
E02004862,2,33,58,1,17,87,41,30
E02004863,3,55,80,5,18,83,48,44
E02004864,10,36,14,0,7,21,17,4
E02004865,4,45,33,7,8,70,16,9
E02004866,6,33,51,3,21,46,35,15
E02004867,8,29,28,7,4,36,13,16
E02004868,4,36,47,2,10,57,38,17
E02004869,5,31,18,2,11,30,24,10
E02004870,6,64,117,11,17,85,45,27
E02004871,4,21,37,2,17,37,20,11
E02004872,4,28,50,5,19,57,28,16
E02004873,7,70,74,10,11,63,28,20
E02004874,4,29,51,3,10,56,29,22
E02004875,5,49,75,2,17,81,47,30
E02004876,6,38,41,5,10,54,22,8
E02004877,2,21,32,0,11,31,25,7
E02004878,8,36,45,6,9,42,16,7
E02004879,2,24,38,6,8,33,24,14
E02004880,7,37,47,7,13,37,19,10
E02004881,6,43,46,3,10,28,20,11
E02004882,8,45,67,8,19,58,22,22
E02004883,4,24,30,7,8,27,17,12
E02004884,8,62,80,9,17,81,38,25
E02004885,5,55,51,5,13,61,21,17
E02004886,5,22,19,4,4,35,11,22
E02004887,4,39,34,8,11,39,22,9
E02004888,6,48,62,3,8,58,18,16
E02004889,15,66,80,4,23,74,43,37
E02004890,11,45,58,3,6,50,19,12
E02004891,4,36,29,3,10,26,18,6
E02004892,3,22,22,1,7,34,31,21
E02004893,10,31,20,1,13,32,13,10
E02004894,16,60,39,6,14,51,31,13
E02004895,14,47,50,10,10,51,24,12
E02004896,5,45,47,6,5,46,20,13
E02004897,7,27,32,5,2,42,21,12
E02004898,5,39,52,4,10,50,22,27
E02004899,3,19,21,4,3,39,23,13
E02004900,13,41,25,8,8,40,23,18
E02004901,8,49,56,11,11,70,41,40
E02004902,7,41,62,9,20,62,39,31
E02004903,6,44,43,6,12,56,26,16
E02004904,4,34,53,7,7,48,26,23
E02004905,13,23,26,6,7,38,18,15
E02004906,12,44,68,7,11,82,32,25
E02004907,13,55,51,8,9,42,27,22
E02004908,14,46,33,4,7,33,23,16
E02004909,3,25,35,3,14,46,24,11
E02004910,12,48,64,8,23,88,34,19
E02004911,4,22,38,1,11,48,19,20
E02004912,8,50,59,6,8,64,35,23
E02004913,21,62,79,12,16,80,45,16
E02004914,11,52,48,1,15,65,43,24
E02004915,2,16,29,2,5,42,22,23
E02004916,7,28,40,2,5,57,25,14
E02004917,9,28,33,3,9,53,16,35
E02004918,9,60,55,5,13,53,27,30
E02004919,6,27,35,3,11,43,21,17
E02004920,4,43,58,1,18,64,39,26
E02004921,7,24,41,1,5,41,20,13
E02004922,6,35,34,7,8,51,34,18
E02004923,10,50,49,5,21,58,33,28
E02004924,7,36,14,5,8,24,23,10
E02004925,2,29,37,5,10,27,22,11
E02004926,11,30,32,7,9,18,8,6
E02004927,3,27,25,2,5,29,29,14
E02004928,7,24,29,1,3,18,11,5
E02004929,5,23,25,1,7,25,17,12
E02004930,8,41,43,5,5,36,23,8
E02004931,9,24,25,5,8,31,20,8
E02004932,9,28,37,10,12,45,21,33
E02004933,8,40,28,3,8,26,12,11
E02004934,17,40,38,9,10,26,13,20
E02004935,26,69,32,1,5,25,19,27
E02004936,11,28,27,3,8,33,14,16
E02004937,13,30,20,1,3,20,8,6
E02004938,2,21,18,1,13,38,24,11
E02004939,12,35,29,7,9,46,27,17
E02004940,9,34,34,5,5,73,25,25
E02004941,9,55,71,4,7,91,32,31
E02004942,3,33,35,3,11,36,15,9
E02004943,9,39,40,4,12,45,22,5
E02004944,7,29,47,6,15,65,29,48
E02004945,14,69,84,12,26,104,51,46
E02004946,6,27,45,3,19,65,22,33
E02004947,9,40,52,1,10,41,13,8
E02004948,3,40,45,4,8,65,26,17
E02004949,13,55,69,8,15,81,40,33
E02004950,8,35,56,0,14,80,25,17
E02004951,9,34,40,6,21,77,47,37
E02004952,9,26,57,4,14,60,26,25
E02004953,4,38,44,9,17,72,32,23
E02004954,8,31,40,6,21,79,31,34
E02004955,8,34,33,8,10,68,26,16
E02004956,9,41,62,4,15,57,33,15
E02004957,12,29,48,6,9,59,26,23
E02004958,3,35,28,12,14,40,20,9
E02004959,8,32,27,5,4,19,11,15
E02004960,7,20,21,5,1,14,10,9
E02004961,16,55,68,9,16,38,20,6
E02004962,12,40,47,8,7,38,12,18
E02004963,7,40,54,6,15,68,32,21
E02004964,6,26,39,6,7,30,32,18
E02004965,4,28,39,4,13,49,17,12
E02004966,15,29,35,1,5,15,7,9
E02004967,4,33,58,6,16,103,40,48
E02004968,7,28,47,5,8,53,32,25
E02004969,13,49,62,6,8,49,27,17
E02004970,4,38,72,6,13,67,40,37
E02004971,4,37,49,4,10,58,24,27
E02004972,5,50,49,4,11,37,8,9
E02004973,7,62,63,5,13,68,25,21
E02004974,11,39,46,10,8,55,23,16
E02004975,13,50,52,1,9,45,11,12
E02004976,16,68,52,13,25,70,38,35
E02004977,8,41,63,5,11,57,27,41
E02004978,7,57,70,12,21,65,25,45
E02004979,8,54,40,6,12,42,16,12
E02004980,7,20,35,3,8,22,9,6
E02004981,5,44,29,3,8,38,25,11
E02004982,4,25,36,1,15,44,16,8
E02004983,6,24,40,4,19,60,22,21
E02004984,5,47,40,3,9,42,21,14
E02004985,6,22,34,1,6,26,14,12
E02004986,12,55,52,6,20,83,37,39
E02004987,7,27,48,4,9,49,20,20
E02004988,9,43,41,3,12,63,16,23
E02004989,10,63,58,8,13,91,39,46
E02004990,8,45,27,3,16,64,23,26
E02004991,4,48,44,7,19,76,43,40
E02004992,4,34,42,6,13,79,38,24
E02004993,8,18,33,2,13,45,22,16
E02004994,18,23,31,0,6,31,12,5
E02004995,8,27,26,3,6,16,5,3
E02005503,1,27,37,8,8,50,22,21
E02005504,3,25,31,4,16,74,39,21
E02005505,2,30,38,8,15,86,33,36
E02005506,4,25,50,6,16,67,17,15
E02005507,7,58,78,7,21,176,48,40
E02005508,2,22,27,3,9,55,19,12
E02005509,6,29,51,6,8,88,41,32
E02005510,1,27,19,13,7,49,18,18
E02005511,2,30,39,4,14,79,46,32
E02005512,7,29,46,6,22,70,40,26
E02005513,6,39,62,3,18,87,44,21
E02005514,7,22,27,4,11,39,18,17
E02005515,5,32,28,2,13,41,24,12
E02005516,2,21,33,3,12,43,22,14
E02005517,2,18,37,2,22,81,67,50
E02005518,7,63,77,4,42,129,109,28
E02005519,0,20,32,5,28,109,76,49
E02005520,0,17,26,3,11,74,26,20
E02005521,8,26,37,8,17,68,31,13
E02005522,1,14,28,5,7,37,13,8
E02005523,11,25,45,5,11,71,32,18
E02005524,1,17,35,3,11,41,17,13
E02005525,8,42,64,6,19,87,40,17
E02005526,4,23,43,6,9,48,17,10
E02005527,4,32,46,3,9,55,18,10
E02005528,5,40,51,3,17,79,23,10
E02005529,3,28,31,5,8,43,18,10
E02005530,3,21,31,4,6,39,12,8
E02005531,8,22,26,3,15,64,24,12
E02005532,8,20,32,4,11,59,19,8
E02005533,5,22,38,5,15,55,26,10
E02005534,3,26,36,5,5,50,23,9
E02005535,7,32,49,4,12,61,22,18
E02005536,4,27,27,5,13,35,14,12
E02005537,1,10,20,6,11,59,19,19
E02005538,1,24,38,9,8,74,22,19
E02005539,5,26,31,6,15,65,41,18
E02005540,3,31,52,6,14,76,28,21
E02005541,1,16,39,2,17,70,21,45
E02005542,4,26,45,7,16,108,72,69
E02005543,4,27,28,6,13,121,106,119
E02005544,2,27,52,5,25,126,69,62
E02005545,2,26,29,7,8,59,20,12
E02005546,7,42,66,3,16,95,54,78
E02005547,10,49,60,8,19,105,54,52
E02005548,6,28,40,5,10,72,41,37
E02005549,3,17,21,7,12,53,22,8
E02005550,2,27,35,6,15,60,24,5
E02005551,1,14,13,7,10,35,34,14
E02005552,3,17,20,3,17,47,38,13
E02005553,2,22,28,13,9,51,29,12
E02005554,5,22,25,2,5,41,21,12
E02005555,2,17,38,5,8,47,17,12
E02005556,6,33,50,6,13,94,23,18
E02005557,2,27,30,3,18,117,63,66
E02005558,2,23,38,8,11,58,26,23
E02005559,5,34,44,5,23,99,40,30
E02005560,14,83,68,4,19,134,53,50
E02005561,3,59,56,7,39,143,73,73
E02005562,6,25,27,7,12,50,24,15
E02005563,4,22,38,9,13,66,23,29
E02005564,10,51,94,6,21,81,48,19
E02005565,5,36,40,8,14,100,29,19
E02005566,3,28,61,4,21,77,33,36
E02005567,5,42,55,7,16,97,29,27
E02005568,4,18,31,8,9,45,25,14
E02005569,3,32,50,4,8,64,34,32
E02005570,0,18,21,3,8,61,29,22
E02005571,0,25,10,1,19,36,23,9
E02005572,3,23,23,6,18,112,51,23
E02005573,0,9,12,0,16,34,20,10
E02005574,0,30,16,3,10,60,28,14
E02005575,4,42,15,3,6,46,23,14
E02005576,3,21,26,4,9,58,25,15
E02005577,3,21,23,13,12,61,29,10
E02005578,2,26,20,10,22,63,39,10
E02005579,14,41,57,15,37,177,68,49
E02005580,4,36,33,3,18,94,33,21
E02005581,6,25,36,7,8,72,23,19
E02005582,6,28,17,5,12,57,25,24
E02005583,4,14,24,4,7,58,20,10
E02005584,14,51,88,11,35,148,68,67
E02005585,6,43,82,15,33,176,84,82
E02005586,16,80,114,11,34,115,70,40
E02005587,4,33,54,1,17,122,57,52
E02005588,19,55,74,4,29,140,67,92
E02005589,14,50,69,2,20,164,78,72
E02005590,14,87,99,13,35,154,70,65
E02005592,25,69,50,7,11,77,40,23
E02005593,9,27,35,3,6,87,32,44
E02005594,24,75,56,6,11,76,39,27
E02005595,7,39,37,3,5,53,21,11
E02005596,9,26,59,7,26,127,58,59
E02006907,20,49,52,1,12,77,31,25
E02006908,10,40,68,9,21,74,31,23
E02005597,28,83,103,12,22,135,36,36
E02005598,12,37,43,1,10,45,25,10
E02005599,2,22,27,2,9,40,17,10
E02005600,4,18,27,6,12,25,18,11
E02005601,0,29,41,7,12,45,19,11
E02005602,8,46,53,5,22,67,39,10
E02005603,11,37,46,6,16,73,34,14
E02005604,10,29,29,3,8,50,19,14
E02005605,11,45,48,9,13,69,34,13
E02005606,2,21,14,2,8,34,16,18
E02005607,7,51,54,13,18,97,36,23
E02005608,4,23,28,8,14,42,22,21
E02005609,3,19,39,4,12,61,41,28
E02005610,6,26,34,8,9,54,29,31
E02005611,9,40,70,5,26,73,43,34
E02006227,2,11,28,3,8,33,22,10
E02006228,5,26,31,5,6,51,21,10
E02006229,6,24,34,3,8,42,17,5
E02006230,3,35,48,6,21,72,41,25
E02006231,11,46,63,3,15,55,25,13
E02006232,5,17,28,6,10,42,12,11
E02006233,4,45,73,9,22,131,60,41
E02006234,3,38,56,15,18,106,58,31
E02006235,2,24,28,3,9,39,19,20
E02006236,10,27,40,3,14,46,28,9
E02006237,3,27,53,4,5,45,32,11
E02006238,4,31,53,6,24,98,66,35
E02006239,10,61,129,6,25,85,38,33
E02006240,12,36,83,15,15,75,57,20
E02006241,7,40,70,7,22,66,49,36
E02006242,8,61,66,7,14,52,39,17
E02006243,12,69,74,6,23,102,75,32
E02006826,15,66,87,4,35,109,99,37
E02006245,4,29,45,2,13,100,45,39
E02006246,11,32,61,6,9,63,28,23
E02006247,8,45,95,3,20,143,52,54
E02006248,6,41,52,1,12,49,16,23
E02006249,10,51,41,5,17,57,33,17
E02006250,13,56,88,12,37,165,98,133
E02006251,16,95,92,8,19,164,73,56
E02006252,10,51,79,8,13,89,44,34
E02006253,9,34,40,5,14,36,22,17
E02006254,13,54,71,5,30,140,67,61
E02006255,10,54,96,11,24,98,51,27
E02006256,6,46,80,4,39,134,68,63
E02006257,2,32,49,4,7,81,30,32
E02006258,17,54,77,5,32,100,38,46
E02006259,0,40,61,1,18,106,53,66
E02006260,7,29,60,6,18,123,48,71
E02006261,11,32,36,3,13,39,30,26
E02006262,9,30,43,3,16,39,32,16
E02006263,5,14,19,12,6,52,20,14
E02006264,12,34,41,3,19,64,29,13
E02006265,6,25,38,6,10,53,33,12
E02006266,3,37,45,5,11,56,33,14
E02006267,9,36,39,5,9,40,23,14
E02006268,5,14,27,1,14,62,43,34
E02006269,4,23,18,5,13,51,15,11
E02006270,12,74,105,7,28,137,61,32
E02006271,9,31,67,5,11,67,40,13
E02006272,2,25,54,7,5,46,25,5
E02006273,0,24,34,7,7,59,26,6
E02006274,6,29,68,2,13,60,26,7
E02006275,6,34,50,6,20,88,44,36
E02006276,6,23,19,3,10,49,10,15
E02006277,7,55,68,5,19,57,32,9
E02006278,18,55,72,8,27,103,48,18
E02006279,6,41,35,3,20,71,42,24
E02006280,4,25,28,5,12,35,28,7
E02006281,9,45,50,5,23,56,28,18
E02006282,3,27,20,5,6,40,13,13
E02006283,2,14,35,2,7,37,17,12
E02006284,5,41,73,8,16,66,42,20
E02006285,7,44,76,4,23,79,45,32
E02006286,5,91,105,8,33,132,103,50
E02006287,3,16,17,8,5,33,25,8
E02006288,1,24,32,10,14,40,23,15
E02006289,3,31,24,5,18,69,36,17
E02006290,5,25,42,5,27,66,59,17
E02006291,2,22,26,2,8,53,28,12
E02006292,4,28,24,6,6,19,8,7
E02006293,6,34,47,4,26,69,35,20
E02006294,4,22,20,3,21,44,29,12
